;;;;;;;;;;;;x,,,,,,,,,,,,,
return_core_on_title;Enable 'Return Cores' decisions;;;;;;;;;;;;x,,
return_cores_AIN_desc;We hold provinces that Ainu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AJU_title;Return cores to Ajuuraan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AJU_desc;We hold provinces that Ajuuraan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AKH_title;Return cores to Astrakhan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AKH_desc;We hold provinces that Astrakhan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AKK_title;Return cores to AkKoyunlu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AKK_desc;We hold provinces that AkKoyunlu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALB_title;Return cores to Albania;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALB_desc;We hold provinces that Albania has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALD_title;Return cores to Algiers;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALD_desc;We hold provinces that Algiers has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALE_title;Return cores to Alencon;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALE_desc;We hold provinces that Alencon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALH_title;Return cores to Haasa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALH_desc;We hold provinces that Haasa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALI_title;Return cores to Alien Invaders;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALI_desc;We hold provinces that Alien Invaders has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALM_title;Return cores to Altamaha;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALM_desc;We hold provinces that Altamaha has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALN_title;Return cores to Alania;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALN_desc;We hold provinces that Alania has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALQ_title;Return cores to Algonquin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALQ_desc;We hold provinces that Algonquin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALS_title;Return cores to Strasbourg;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALS_desc;We hold provinces that Strasbourg has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALT_title;Return cores to Altai Republic;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALT_desc;We hold provinces that Altai Republic has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ALW_title;Return cores to Alawite;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ALW_desc;We hold provinces that Alawite has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AMD_title;Return cores to Ahmadnagar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AMD_desc;We hold provinces that Ahmadnagar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AMG_title;Return cores to Armagnac;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AMG_desc;We hold provinces that Armagnac has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ANA_title;Return cores to Anatolia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ANA_desc;We hold provinces that Anatolia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AND_title;Return cores to Andhra;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AND_desc;We hold provinces that Andhra has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ANG_title;Return cores to Angola;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ANG_desc;We hold provinces that Angola has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ANH_title;Return cores to Anhalt;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ANH_desc;We hold provinces that Anhalt has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ANN_title;Return cores to Annam;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ANN_desc;We hold provinces that Annam has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ANS_title;Return cores to Ansbach;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ANS_desc;We hold provinces that Ansbach has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ANT_title;Return cores to Antemoro;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ANT_desc;We hold provinces that Antemoro has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AOM_title;Return cores to Macao;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AOM_desc;We hold provinces that Macao has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AOT_title;Return cores to Aotearoa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AOT_desc;We hold provinces that Aotearoa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_APA_title;Return cores to Apache;;;;;;;;;;;;;;;;;;;;x,,
return_cores_APA_desc;We hold provinces that Apache has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AQU_title;Return cores to Aquileia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AQU_desc;We hold provinces that Aquileia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARA_title;Return cores to Arabia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARA_desc;We hold provinces that Arabia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARC_title;Return cores to Argentine Conf;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARC_desc;We hold provinces that Argentine Conf has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARG_title;Return cores to Argentina;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARG_desc;We hold provinces that Argentina has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARK_title;Return cores to Arakan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARK_desc;We hold provinces that Arakan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARL_title;Return cores to Ardabil;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARL_desc;We hold provinces that Ardabil has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARM_title;Return cores to Armenia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARM_desc;We hold provinces that Armenia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARN_title;Return cores to Aragon;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARN_desc;We hold provinces that Aragon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARO_title;Return cores to Aro;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARO_desc;We hold provinces that Aro has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARP_title;Return cores to Arapaho;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARP_desc;We hold provinces that Arapaho has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARU_title;Return cores to Arab Union;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARU_desc;We hold provinces that Arab Union has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ARW_title;Return cores to Arawak;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ARW_desc;We hold provinces that Arawak has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ASH_title;Return cores to Ashanti;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ASH_desc;We hold provinces that Ashanti has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ASI_title;Return cores to Assiniboine;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ASI_desc;We hold provinces that Assiniboine has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ASK_title;Return cores to Ashikaga;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ASK_desc;We hold provinces that Ashikaga has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ASM_title;Return cores to Assam;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ASM_desc;We hold provinces that Assam has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ASR_title;Return cores to Asir;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ASR_desc;We hold provinces that Asir has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AST_title;Return cores to Australia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AST_desc;We hold provinces that Australia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ASY_title;Return cores to Assyria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ASY_desc;We hold provinces that Assyria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ATC_title;Return cores to Antillean Conf;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ATC_desc;We hold provinces that Antillean Conf has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ATH_title;Return cores to Athens;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ATH_desc;We hold provinces that Athens has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ATJ_title;Return cores to Aceh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ATJ_desc;We hold provinces that Aceh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ATR_title;Return cores to Asturias;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ATR_desc;We hold provinces that Asturias has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ATT_title;Return cores to Attignawantan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ATT_desc;We hold provinces that Attignawantan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ATW_title;Return cores to Attiwandaron;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ATW_desc;We hold provinces that Attiwandaron has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUA_title;Return cores to Awngthim;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUA_desc;We hold provinces that Awngthim has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUE_title;Return cores to Eora;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUE_desc;We hold provinces that Eora has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUG_title;Return cores to Augsburg;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUG_desc;We hold provinces that Augsburg has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUI_title;Return cores to Kamilaroi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUI_desc;We hold provinces that Kamilaroi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUK_title;Return cores to Kaurna;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUK_desc;We hold provinces that Kaurna has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUL_title;Return cores to Larrakia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUL_desc;We hold provinces that Larrakia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUN_title;Return cores to Yanuwa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUN_desc;We hold provinces that Yanuwa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUO_title;Return cores to Nyoongah;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUO_desc;We hold provinces that Nyoongah has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUP_title;Return cores to Palawa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUP_desc;We hold provinces that Palawa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUR_title;Return cores to Laessinia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUR_desc;We hold provinces that Laessinia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUS_title;Return cores to Austria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUS_desc;We hold provinces that Austria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUV_title;Return cores to Auvergne;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUV_desc;We hold provinces that Auvergne has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AUW_title;Return cores to Wurundjeri;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AUW_desc;We hold provinces that Wurundjeri has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AVA_title;Return cores to Ava;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AVA_desc;We hold provinces that Ava has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AVI_title;Return cores to Avignon;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AVI_desc;We hold provinces that Avignon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AWA_title;Return cores to Oudh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AWA_desc;We hold provinces that Oudh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AWS_title;Return cores to Aussa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AWS_desc;We hold provinces that Aussa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AYD_title;Return cores to Aydin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AYD_desc;We hold provinces that Aydin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AYR_title;Return cores to Air;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AYR_desc;We hold provinces that Air has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AZA_title;Return cores to Azande;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AZA_desc;We hold provinces that Azande has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AZB_title;Return cores to Azerbaijan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AZB_desc;We hold provinces that Azerbaijan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AZT_title;Return cores to Aztec;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AZT_desc;We hold provinces that Aztec has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAB_title;Return cores to Babylonia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAB_desc;We hold provinces that Babylonia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAD_title;Return cores to Baden;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAD_desc;We hold provinces that Baden has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAH_title;Return cores to Bahia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAH_desc;We hold provinces that Bahia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAL_title;Return cores to Bali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAL_desc;We hold provinces that Bali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAN_title;Return cores to Banat;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAN_desc;We hold provinces that Banat has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAR_title;Return cores to Barbados;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAR_desc;We hold provinces that Barbados has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAS_title;Return cores to Bastar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAS_desc;We hold provinces that Bastar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAU_title;Return cores to Berau;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAU_desc;We hold provinces that Berau has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAV_title;Return cores to Bavaria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAV_desc;We hold provinces that Bavaria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BDK_title;Return cores to Badakhshan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BDK_desc;We hold provinces that Badakhshan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BDN_title;Return cores to Bahdinan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BDN_desc;We hold provinces that Bahdinan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BEL_title;Return cores to Belgium;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BEL_desc;We hold provinces that Belgium has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BEN_title;Return cores to Benin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BEN_desc;We hold provinces that Benin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BER_title;Return cores to Beroda;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BER_desc;We hold provinces that Beroda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BEY_title;Return cores to Berry;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BEY_desc;We hold provinces that Berry has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHM_title;Return cores to Bahamas;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHM_desc;We hold provinces that Bahamas has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHO_title;Return cores to Bhopal;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHO_desc;We hold provinces that Bhopal has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHP_title;Return cores to Bahawalpur;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHP_desc;We hold provinces that Bahawalpur has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHR_title;Return cores to Bahrain;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHR_desc;We hold provinces that Bahrain has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHT_title;Return cores to Bohtan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHT_desc;We hold provinces that Bohtan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHU_title;Return cores to Bhutan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHU_desc;We hold provinces that Bhutan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BIA_title;Return cores to Biafra;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BIA_desc;We hold provinces that Biafra has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BIH_title;Return cores to Bihar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BIH_desc;We hold provinces that Bihar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BIJ_title;Return cores to Bijapur;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BIJ_desc;We hold provinces that Bijapur has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BIK_title;Return cores to Bikaner;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BIK_desc;We hold provinces that Bikaner has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BIM_title;Return cores to Bima;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BIM_desc;We hold provinces that Bima has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BKF_title;Return cores to Burkina Faso;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BKF_desc;We hold provinces that Burkina Faso has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BKV_title;Return cores to Bukovina;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BKV_desc;We hold provinces that Bukovina has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BLA_title;Return cores to Blackfoot;;;;;;;;;;;;;;;;;;;;x,,
